TICKER,sector,fullTimeEmployees,longBusinessSummary,city,country,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,grossProfits,currentPrice,earningsGrowth,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,quickRatio,longName,bookValue,averageVolume,volume,fiftyTwoWeekHigh,regularMarketPrice,marketCap
AMGN,Healthcare,24300.0,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology, and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with BehÃ§et's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. The company has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; Datos Health; and Verastem, Inc. to evaluate VS-6766 in combination with lumakrastm (Sotorasib) in patients with KRAS G12C-mutant non-small cell lung cancer. It has an agreement with Kyowa Kirin Co., Ltd. to jointly develop and commercialize KHK4083, a Phase 3-ready anti-OX40 fully human monoclonal antibody for the treatment of atopic dermatitis and other autoimmune diseases; and a strategic research and development collaboration with Neumora Therapeutics, Inc. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California.",Thousand Oaks,United States,Drug Manufacturers—General,0.47642,0.21767999,0.75421995,8606000128.0,0.044,0.34998,12275999744.0,19265000000.0,236.25,-0.035,1.643,0.08696,457.332,0.585,12920999936.0,37579001856.0,25767000064.0,1.192,Amgen Inc.,14.543,3146124.0,7617112.0,261.0,236.25,133071585280.0
ADI,Technology,24700.0,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies. The company provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and high-end consumer markets; and power ICs include performance, integration, and software design simulation tools for accurate power supply designs. It also offers high-performance amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and microelectromechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, the company offers digital signal processing and system products for high-speed numeric calculations. It serves clients in the industrial, automotive, consumer, instrumentation, aerospace, and communications markets through a direct sales force, third-party distributors, and independent sales representatives in the United States, the rest of North and South America, Europe, Japan, China, and rest of Asia, as well as through its Website. Analog Devices, Inc. was incorporated in 1965 and is headquartered in Wilmington, Massachusetts.",Wilmington,United States,Semiconductors,0.38916,0.18999,0.61831003,2735068928.0,0.533,0.24232,2848005888.0,4525012000.0,163.45,-0.855,1.941,0.03004,18.736,0.055630002,1977964032.0,7118233088.0,7318285824.0,1.241,"Analog Devices, Inc.",72.321,3909732.0,9901871.0,191.95,163.45,85865349120.0
ANSS,Technology,5000.0,"ANSYS, Inc. develops and markets engineering simulation software and services worldwide. The company offers ANSYS Workbench, a framework upon which its engineering simulation technologies are built; multiphysics software to simulate the interactions between structures, heat transfer, fluids, and electronics in a unified engineering simulation environment; high-performance computing product suite; and structural analysis product suite that provides simulation tools for product design and optimization. It also provides fluids product suite that enables modeling of fluid flow and other related physical phenomena; and electronics product suite that offers field simulation software for designing electronic and electromechanical products. In addition, the company offers power analysis and optimization software suite that manages the power budget, power delivery integrity, and power-induced noise in an electronic design; SCADE product suite, a solution for embedded software simulation, code production, and automated certification; system simulation capability for the design of automated products; and optical sensor and closed-loop, and real-time simulation, as well as safety-certified embedded software solutions. Further, it provides Discovery product family for use in the simulation of product design; Ansys Granta products to give access to material intelligence; and academic product suite with a portfolio of academic products based on associate, research, and teaching, as well as develops photonic design and simulation tools. The company serves engineers, designers, researchers, and students in the aerospace and defense, automotive, electronics, semiconductors, energy, materials and chemical processing, turbomachinery, consumer products, healthcare, and sports industries. It has a collaboration with Velodyne to develop software models of next-generation automotive lidar sensors. ANSYS, Inc. was founded in 1970 and is headquartered in Canonsburg, Pennsylvania.",Canonsburg,United States,Software—Application,0.3439,0.24915001,0.89314,621596032.0,0.202,0.28865,644720000.0,1496675000.0,318.6,0.115,2.926,0.06251,20.28,0.117819995,1081364992.0,880008000.0,1874733952.0,2.842,"ANSYS, Inc.",49.755,544846.0,1126872.0,413.89,318.6,27798806528.0
AAPL,Technology,154000.0,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. In addition, the company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; AirPods Max, an over-ear wireless headphone; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, and iPod touch. Further, it provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. Additionally, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was incorporated in 1977 and is headquartered in Cupertino, California.",Cupertino,United States,Consumer Electronics,0.32867,0.25882,0.41779,104037998592.0,0.288,0.29782,120233000960.0,152836000000.0,163.98,0.662,1.075,0.20179,216.392,1.47443,62639001600.0,136521998336.0,365817004032.0,0.91,Apple Inc.,3.841,93273840.0,123376880.0,182.94,163.98,2690321481728.0
AMAT,Technology,27000.0,"Applied Materials, Inc. provides manufacturing equipment, services, and software to the semiconductor, display, and related industries. It operates through three segments: Semiconductor Systems, Applied Global Services, and Display and Adjacent Markets. The Semiconductor Systems segment develops, manufactures, and sells various manufacturing equipment that is used to fabricate semiconductor chips or integrated circuits. This segment also offers various technologies, including epitaxy, ion implantation, oxidation/nitridation, rapid thermal processing, physical vapor deposition, chemical vapor deposition, chemical mechanical planarization, electrochemical deposition, atomic layer deposition, etching, and selective deposition and removal, as well as metrology and inspection tools. The Applied Global Services segment provides integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, remanufactured earlier generation equipment, and factory automation software for semiconductor, display, and other products. The Display and Adjacent Markets segment offers products for manufacturing liquid crystal displays; organic light-emitting diodes; and other display technologies for TVs, monitors, laptops, personal computers, electronic tablets, smart phones, and other consumer-oriented devices. The company operates in the United States, China, Korea, Taiwan, Japan, Southeast Asia, and Europe. Applied Materials, Inc. was incorporated in 1967 and is headquartered in Santa Clara, California.",Santa Clara,United States,Semiconductor Equipment & Materials,0.33174,0.25530002,0.47374,5441999872.0,0.306,0.31465998,7650999808.0,10926000000.0,135.14,0.533,2.539,0.18829,46.975,0.51593,5458999808.0,5752999936.0,23062999040.0,1.673,"Applied Materials, Inc.",13.73,8352880.0,11480801.0,167.06,135.14,120073650176.0
ADSK,Technology,11500.0,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide. The company offers AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; BIM 360, a construction management cloud-based software; AutoCAD, a software for professional design, drafting, detailing, and visualization; AutoCAD LT, a drafting and detailing software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections tools for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment collection industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and Shotgun, a cloud-based software for review and production tracking in the media and entertainment industry. In addition, the company offers PlanGrid, a cloud-based field collaboration software, which provides general contractors, subcontractors, owners, and architects access to construction information in real-time; Revit software for building information modeling; and BuildingConnected, a bid-management solution. Autodesk, Inc. sells its products and services to customers directly, as well as through a network of resellers and distributors. The company was founded in 1982 and is headquartered in San Rafael, California.",San Rafael,United States,Software—Application,0.18621,0.31305,0.91737,1466099968.0,0.182,0.16372,784700032.0,3484900000.0,213.3,0.034,0.809,0.05957,238.261,1.9555299,1792099968.0,3049499904.0,4214000128.0,0.723,"Autodesk, Inc.",5.812,1781483.0,2649334.0,344.39,213.3,46920241152.0
ADP,Industrials,56000.0,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",Roseland,United States,Staffing & Employment Services,0.26082,0.1748,0.4493,3120600064.0,0.089,0.22843,4094000128.0,6768100000.0,214.69,0.093,1.041,0.04133,68.328,0.50117,1764700032.0,3450299904.0,15696600064.0,0.092,"Automatic Data Processing, Inc.",12.679,1966904.0,5717275.0,248.96,214.69,90466934784.0
BIIB,Healthcare,9100.0,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases. The company offers TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; and FUMADERM to treat plaque psoriasis. It also provides BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; and FLIXABI, an infliximab biosimilar referencing REMICADE. In addition, the company offers RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; and OCREVUS for treating relapsing MS and primary progressive MS; and other anti-CD20 therapies. Further, it develops BIIB061, BIIB091, and BIIB107 for MS and neuroimmunology; Aducanumab, BAN2401, BIIB092, BIIB076, and BIIB080 to treat Alzheimer's disease and dementia; BIIB067, BIIB078, BIIB105, BIIB100, and BIIB110 to treat neuromuscular disorders; BIIB124, BIIB094, BIIB118, BIIB101, and BIIB122 for treating Parkinson's disease and movement disorders; BIIB111 and BIIB112 to treat ophthalmology related diseases; BIIB125 and BIIB104 for treating neuropsychiatry; Dapirolizumab pegol and BIIB059 to treat immunology related diseases; BIIB093 and TMS-007 to treat acute neurology; BIIB074 and BIIB095 for neuropathic pain; and SB11 and SB15 biosimilars, which are under various stages of development. The company has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Bristol-Myers Squibb Company; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Ginkgo Bioworks; Capsigen Inc.; and Mirimus, Inc. Biogen Inc. was founded in 1978 and is headquartered in Cambridge, Massachusetts.",Cambridge,United States,Drug Manufacturers—General,0.27191,0.13925,0.82522005,2434500096.0,-0.177,0.23021999,3018299904.0,11639400000.0,208.57,-0.502,1.701,0.06554,70.019,0.19474001,2955099904.0,7619299840.0,11100499968.0,1.206,Biogen Inc.,71.0,1565643.0,2102826.0,468.55,208.57,30637471744.0
AVGO,Technology,20000.0,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides set-top box system-on-chips (SoCs); cable, digital subscriber line, and passive optical networking central office/consumer premise equipment SoCs; wireless local area network access point SoCs; Ethernet switching and routing merchant silicon products; embedded processors and controllers; serializer/deserializer application specific integrated circuits; optical and copper, and physical layers; and fiber optic transmitter and receiver components. The company also offers RF front end modules, filters, and power amplifiers; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; serial attached small computer system interface, and redundant array of independent disks controllers and adapters; peripheral component interconnect express switches; fiber channel host bus adapters; read channel based SoCs; custom flash controllers; preamplifiers; and optocouplers, industrial fiber optics, and motion control encoders and subsystems. Its products are used in various applications, including enterprise and data center networking, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was incorporated in 2018 and is headquartered in San Jose, California.",San Jose,United States,Semiconductors,0.53639,0.24539,0.73908997,13763999744.0,0.145,0.31632,14723999744.0,20288000000.0,610.41,0.521,2.641,0.07164,161.163,0.27556,12163000320.0,40272998400.0,27449999360.0,2.266,Broadcom Inc.,60.441,2662445.0,4153788.0,677.76,610.41,252022390784.0
CDNS,Technology,8800.0,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design products, including Genus logic synthesis and RTL power solutions, as well as Modus software solution to reduce systems-on-chip design-for-test time; physical implementation tools, including place and route, optimization, and multiple patterning preparation; and signoff products to signoff the design as ready for manufacture by a silicon foundry. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products consisting of pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP and memory models to verify the correct interaction with dozens of design IP interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. Cadence Design Systems, Inc. was incorporated in 1988 and is headquartered in San Jose, California.",San Jose,United States,Software—Application,0.31043,0.23297001,0.89552003,1020622976.0,0.126,0.26149,923560000.0,2377393000.0,158.87,0.086,1.701,0.1164,13.202,0.27576,1013819008.0,347384992.0,2975117056.0,1.487,"Cadence Design Systems, Inc.",9.494,1803275.0,2529011.0,192.7,158.87,44029386752.0
CBOE,Financial Services,1010.0,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It operates through five segments: Options, North American Equities, Futures, European Equities, and Global FX. The Options segment trades in listed market indices. The North American Equities segment trades in listed U.S. and Canadian equities; and offers exchange-traded products (ETP) transaction and ETP listing services. The Futures segment trades in futures. The European Equities segment offers pan-European listed equities transaction services, ETPs, exchange-traded commodities, and international depository receipts, as well as ETP listings and clearing services. The Global FX segment provides institutional foreign exchange (FX) trading and non-deliverable forward FX transactions services. The company has strategic relationships with S&P Dow Jones Indices, LLC; FTSE International Limited; Frank Russell Company; MSCI Inc.; and DJI Opco, LLC. The company was formerly known as CBOE Holdings, Inc. and changed its name to Cboe Global Markets, Inc. in October 2017. Cboe Global Markets, Inc. was founded in 1973 and is headquartered in Chicago, Illinois.",Chicago,United States,Financial Data & Stock Exchanges,0.26484,0.1297,0.40105,1554800000.0,0.03,0.21909,919699968.0,1254300000.0,116.8,0.111,1.238,0.06962,41.378,0.13167,419100000.0,1447000064.0,3472600064.0,0.392,"Cboe Global Markets, Inc.",32.792,597396.0,926483.0,139.0,116.8,12455903232.0
CDW,Technology,11098.0,"CDW Corporation provides integrated information technology (IT) solutions to business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products, as well as integrated IT solutions, including on-premise, hybrid and cloud capabilities across data center and networking, digital workspace, security, and virtualization. Its hardware products comprise notebooks/mobile devices, network communications, desktop computers, video monitors, enterprise and data storage, and other hardware; and software products include application suites, security, virtualization, operating systems, and network management. The company also provides field services, managed services, warranties, configuration services, partner services, and telecom services. CDW Corporation was founded in 1984 and is based in Lincolnshire, Illinois.",Lincolnshire,United States,Information Technology Services,0.08088,0.04998,0.17163,1212600064.0,0.114,0.07018,1636999936.0,3210100000.0,179.39,0.436,1.381,0.097370006,545.472,0.97480005,245100000.0,4565600256.0,20240099328.0,1.096,CDW Corporation,6.145,873051.0,963920.0,208.71,179.39,24347351040.0
CERN,Healthcare,26400.0,"Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally. The company offers Cerner Millennium architecture, a person-centric computing framework, which includes clinical, financial, and management information systems that allow providers to access an individual's electronic health record (EHR) at the point of care, and organizes and delivers information for physicians, nurses, laboratory technicians, pharmacists, front- and back-office professionals, and consumers. It also provides HealtheIntent platform, a cloud-based platform to aggregate, transform, and reconcile data across the continuum of care; and CareAware, an EHR agnostic platform that facilitates connectivity of health care devices to EHRs. In addition, the company offers a portfolio of clinical and financial health care information technology solutions, as well as departmental and care coordination solutions. Further, it provides tech-enabled services, such as implementation and training, remote hosting, operational management services, revenue cycle services, support and maintenance, health care data analysis, real-world evidence, clinical process optimization, transaction processing, employer health centers, employee wellness programs, and third-party administrator services; and complementary hardware and devices for third parties. The company serves integrated delivery networks, physician groups and networks, managed care organizations, hospitals, medical centers, reference laboratories, home health agencies, blood banks, imaging centers, pharmacies, pharmaceutical manufacturers, employers, governments, and public health organizations. Cerner Corporation was founded in 1979 and is headquartered in North Kansas City, Missouri.",North Kansas City,United States,Health Information Services,0.25629,0.0915,0.82869005,1767049984.0,0.073,0.17667,1462765952.0,4572847000.0,93.64,-0.491,1.573,0.08457,48.47,0.12667,782174016.0,1861204992.0,5707533824.0,1.291,Cerner Corporation,12.958,5240175.0,3511966.0,93.78,93.64,27362637824.0
CHTR,Communication Services,96100.0,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States. The company provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi services, as well as video services. It also offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. In addition, the company provides mobile services; offers video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as MTV, CNN, and ESPN; sells advertising inventory to local sports and news channels; and offers Audience App for optimizes linear inventory. Further, it offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. The company serves approximately 31 million customers in 41 states. Charter Communications, Inc. was founded in 1993 and is headquartered in Stamford, Connecticut.",Stamford,United States,Entertainment,0.39200002,0.08396,0.44784,16161999872.0,0.092,0.20658001,20028999680.0,21198000000.0,577.32,0.667,0.286,0.04602,417.43,0.17694001,466000000.0,89856000000.0,51093999616.0,0.254,"Charter Communications, Inc.",94.985,1525108.0,2644655.0,825.62,577.32,103508287488.0
